season,date,team1,team2,odds1,oddsX,odds2,gameId
2024-2025,2024-12-04,VGK,EDM,2.8,3.9,2.05,
2024-2025,2024-12-05,TOR,NSH,2.05,3.8,2.85,
2024-2025,2024-12-05,CHI,BOS,2.9,3.75,2.05,
2024-2025,2024-12-05,ANA,VGK,2.95,3.9,2.0,
2024-2025,2024-12-05,LAK,DAL,2.45,3.75,2.35,
2024-2025,2024-12-06,BUF,WPG,2.8,3.8,2.1,
2024-2025,2024-12-06,MTL,NSH,2.65,3.85,2.15,
2024-2025,2024-12-06,OTT,DET,1.85,3.95,3.2,
2024-2025,2024-12-06,TBL,SJS,1.53,4.33,4.75,
2024-2025,2024-12-06,PHI,FLA,3.3,3.95,1.85,
2024-2025,2024-12-06,CAR,COL,2.0,3.95,2.9,
2024-2025,2024-12-06,NYI,SEA,2.2,3.8,2.63,
2024-2025,2024-12-06,CGY,STL,2.2,3.75,2.65,
2024-2025,2024-12-06,EDM,CBJ,1.53,4.5,4.5,
2024-2025,2024-12-07,TOR,WSH,2.0,3.85,2.9,
2024-2025,2024-12-07,NJD,SEA,1.53,4.33,4.75,
2024-2025,2024-12-07,NYR,PIT,1.77,4.0,3.45,
2024-2025,2024-12-07,VAN,CBJ,1.62,4.2,4.0,
2024-2025,2024-12-07,VGK,DAL,2.8,3.85,2.05,
2024-2025,2024-12-07,ANA,MIN,3.5,3.95,1.77,
2024-2025,2024-12-07,BOS,PHI,1.95,3.85,3.0,2024020425.0
2024-2025,2024-12-07,BUF,Unknown,2.3,3.8,2.5,
2024-2025,2024-12-07,CHI,WPG,3.45,3.95,1.8,2024020427.0
2024-2025,2024-12-07,NYI,CAR,3.45,3.95,1.8,2024020428.0
2024-2025,2024-12-08,FLA,SJS,1.36,5.0,6.0,
2024-2025,2024-12-08,MTL,WSH,2.88,3.85,2.05,
2024-2025,2024-12-08,OTT,NSH,2.25,3.8,2.6,
2024-2025,2024-12-08,DET,COL,3.5,4.2,1.75,
2024-2025,2024-12-08,PIT,TOR,3.0,3.9,1.95,
2024-2025,2024-12-08,LAK,MIN,1.95,3.8,3.1,
2024-2025,2024-12-08,EDM,STL,1.55,4.33,4.5,
2024-2025,2024-12-08,NYR,SEA,1.91,3.9,3.1,2024020436.0
2024-2025,2024-12-08,VAN,TBL,2.65,3.85,2.15,2024020437.0
2024-2025,2024-12-08,OTT,NYI,2.1,3.8,2.75,2024020438.0
2024-2025,2024-12-09,WPG,CBJ,1.95,3.9,3.0,
2024-2025,2024-12-09,NJD,COL,1.95,4.0,2.95,
2024-2025,2024-12-09,PHI,Unknown,2.38,3.8,2.4,
2024-2025,2024-12-09,DAL,CGY,1.7,4.0,3.7,
2024-2025,2024-12-10,BUF,DET,2.2,3.8,2.6,
2024-2025,2024-12-10,NYR,CHI,1.57,4.2,4.33,
2024-2025,2024-12-10,MTL,ANA,1.95,3.9,3.0,
2024-2025,2024-12-11,NJD,TOR,2.1,3.85,2.75,
2024-2025,2024-12-11,PIT,COL,3.25,4.0,1.83,
2024-2025,2024-12-11,CAR,SJS,1.29,5.25,7.5,
2024-2025,2024-12-11,CBJ,PHI,2.55,3.9,2.2,
2024-2025,2024-12-11,NYI,LAK,2.75,3.7,2.15,
2024-2025,2024-12-11,NSH,CGY,1.85,3.9,3.25,
2024-2025,2024-12-11,WPG,BOS,2.15,3.75,2.75,
2024-2025,2024-12-11,EDM,TBL,2.0,3.9,2.88,
2024-2025,2024-12-11,Unknown,MIN,2.3,3.75,2.5,
2024-2025,2024-12-11,VAN,STL,1.9,3.85,3.2,
2024-2025,2024-12-11,SEA,FLA,3.45,3.95,1.8,
2024-2025,2024-12-12,BUF,NYR,2.9,3.85,2.0,
2024-2025,2024-12-12,OTT,ANA,1.57,4.2,4.33,
2024-2025,2024-12-13,TOR,ANA,1.33,5.0,6.5,
2024-2025,2024-12-13,MTL,PIT,2.5,3.85,2.25,
2024-2025,2024-12-13,NJD,LAK,1.95,3.85,3.0,
2024-2025,2024-12-13,PHI,DET,2.25,3.8,2.5,
2024-2025,2024-12-13,CBJ,WSH,3.2,3.95,1.9,
2024-2025,2024-12-13,NYI,CHI,1.8,3.9,3.45,
2024-2025,2024-12-13,STL,SJS,1.83,3.95,3.35,
2024-2025,2024-12-13,DAL,NSH,1.65,4.2,4.0,
2024-2025,2024-12-13,WPG,VGK,2.25,3.75,2.6,
2024-2025,2024-12-13,MIN,EDM,2.8,3.8,2.1,
2024-2025,2024-12-13,CGY,TBL,2.9,3.9,2.0,
2024-2025,2024-12-13,COL,Unknown,1.83,4.0,3.25,
2024-2025,2024-12-13,VAN,FLA,3.25,3.85,1.9,
2024-2025,2024-12-13,SEA,BOS,2.55,3.75,2.3,
2024-2025,2024-12-14,CAR,OTT,1.73,4.0,3.65,
2024-2025,2024-12-14,NJD,CHI,1.42,4.75,5.75,2024020474.0
2024-2025,2024-12-14,NYR,LAK,2.35,3.75,2.45,2024020475.0
2024-2025,2024-12-14,MIN,PHI,1.95,3.85,3.0,2024020476.0
2024-2025,2024-12-14,EDM,VGK,2.0,3.9,2.95,2024020477.0
2024-2025,2024-12-15,OTT,PIT,2.15,3.85,2.65,
2024-2025,2024-12-15,DET,TOR,3.4,3.95,1.8,
2024-2025,2024-12-15,WSH,BUF,1.8,4.0,3.4,
2024-2025,2024-12-15,CBJ,ANA,1.85,3.95,3.25,
2024-2025,2024-12-15,WPG,MTL,1.57,4.2,4.33,
2024-2025,2024-12-15,DAL,STL,1.6,4.2,4.2,
2024-2025,2024-12-15,COL,NSH,1.9,3.9,3.2,
2024-2025,2024-12-15,CGY,FLA,3.25,3.85,1.9,
2024-2025,2024-12-15,VAN,BOS,2.25,3.75,2.6,
2024-2025,2024-12-15,SEA,TBL,2.7,3.85,2.1,
2024-2025,2024-12-15,SJS,Unknown,3.35,3.95,1.83,
2024-2025,2024-12-15,CHI,NYI,3.35,3.9,1.83,2024020489.0
2024-2025,2024-12-15,TOR,BUF,1.8,4.0,3.4,2024020490.0
2024-2025,2024-12-15,CAR,CBJ,1.42,4.75,5.5,2024020491.0
2024-2025,2024-12-16,STL,NYR,2.65,3.8,2.2,
2024-2025,2024-12-16,MIN,VGK,2.45,3.75,2.35,
2024-2025,2024-12-17,DAL,WSH,1.95,3.85,3.1,
2024-2025,2024-12-17,EDM,FLA,2.15,3.8,2.7,
2024-2025,2024-12-17,VAN,COL,2.8,3.8,2.1,
2024-2025,2024-12-18,MTL,BUF,2.7,3.8,2.15,
2024-2025,2024-12-18,TBL,CBJ,1.53,4.33,4.75,
2024-2025,2024-12-18,PIT,LAK,2.85,3.8,2.05,
2024-2025,2024-12-18,CAR,NYI,1.6,4.2,4.2,
2024-2025,2024-12-18,STL,NJD,3.3,3.9,1.85,
2024-2025,2024-12-18,NSH,NYR,2.05,3.85,2.85,
2024-2025,2024-12-18,CHI,WSH,3.4,3.95,1.8,
2024-2025,2024-12-18,CGY,BOS,2.8,3.75,2.1,
2024-2025,2024-12-18,SEA,OTT,2.8,3.75,2.1,
2024-2025,2024-12-18,SJS,WPG,3.75,4.0,1.7,
2024-2025,2024-12-19,DET,PHI,2.38,3.8,2.4,
2024-2025,2024-12-19,DAL,TOR,2.15,3.8,2.75,
2024-2025,2024-12-19,MIN,FLA,3.0,3.8,2.0,
2024-2025,2024-12-19,ANA,WPG,2.9,3.8,2.05,
2024-2025,2024-12-19,Unknown,VAN,2.25,3.8,2.55,
2024-2025,2024-12-20,TBL,STL,1.62,4.2,4.0,
2024-2025,2024-12-20,CBJ,NJD,3.95,4.2,1.65,
2024-2025,2024-12-20,PHI,LAK,3.1,3.8,1.95,
2024-2025,2024-12-20,NSH,PIT,1.95,3.85,3.0,
2024-2025,2024-12-20,CHI,SEA,2.8,3.75,2.1,
2024-2025,2024-12-20,CGY,OTT,2.75,3.75,2.15,
2024-2025,2024-12-20,EDM,BOS,1.83,3.95,3.35,
2024-2025,2024-12-20,VGK,VAN,1.91,3.9,3.1,
2024-2025,2024-12-20,SJS,COL,4.5,4.33,1.53,
2024-2025,2024-12-21,BUF,TOR,2.9,3.9,2.0,
2024-2025,2024-12-21,DET,MTL,1.95,3.85,3.0,
2024-2025,2024-12-21,FLA,STL,1.45,4.5,5.25,
2024-2025,2024-12-21,WSH,CAR,2.95,3.85,2.0,
2024-2025,2024-12-21,DAL,NYR,1.83,3.95,3.3,
2024-2025,2024-12-21,MIN,Unknown,2.2,3.8,2.6,
2024-2025,2024-12-21,ANA,COL,3.9,4.2,1.65,
2024-2025,2024-12-21,NSH,LAK,2.4,3.75,2.4,2024020528.0
2024-2025,2024-12-21,CGY,CHI,1.85,3.85,3.25,2024020529.0
2024-2025,2024-12-21,EDM,SJS,1.33,5.25,6.5,2024020530.0
2024-2025,2024-12-22,BOS,BUF,1.8,4.0,3.4,
2024-2025,2024-12-22,TOR,NYI,2.2,3.75,2.6,
2024-2025,2024-12-22,MTL,DET,2.5,3.8,2.25,
2024-2025,2024-12-22,NJD,PIT,1.5,4.33,4.75,
2024-2025,2024-12-22,PHI,CBJ,2.0,3.9,2.9,
2024-2025,2024-12-22,WPG,MIN,1.91,3.85,3.1,
2024-2025,2024-12-22,VAN,OTT,2.15,3.75,2.75,
2024-2025,2024-12-22,VGK,SEA,1.8,4.0,3.45,
2024-2025,2024-12-22,NYR,CAR,2.9,3.8,2.0,2024020539.0
2024-2025,2024-12-22,TBL,FLA,2.45,3.85,2.3,2024020540.0
2024-2025,2024-12-22,WSH,LAK,1.95,3.8,3.1,2024020541.0
2024-2025,2024-12-22,Unknown,ANA,1.65,4.2,4.0,
2024-2025,2024-12-23,COL,SEA,1.5,4.33,4.75,
2024-2025,2024-12-23,EDM,OTT,1.83,3.95,3.3,
2024-2025,2024-12-23,NJD,NYR,1.55,4.33,4.5,2024020545.0
2024-2025,2024-12-23,TOR,WPG,2.2,3.8,2.65,2024020546.0
2024-2025,2024-12-24,BOS,WSH,2.05,3.8,2.85,
2024-2025,2024-12-24,DET,STL,2.35,3.75,2.45,
2024-2025,2024-12-24,FLA,TBL,1.91,4.0,3.1,
2024-2025,2024-12-24,PIT,PHI,2.3,3.85,2.45,
2024-2025,2024-12-24,CBJ,MTL,2.2,3.85,2.6,
2024-2025,2024-12-24,NYI,BUF,1.93,3.85,3.1,
2024-2025,2024-12-24,NSH,CAR,2.55,3.75,2.25,
2024-2025,2024-12-24,MIN,CHI,1.7,4.0,3.75,
2024-2025,2024-12-24,VAN,SJS,1.57,4.2,4.5,
2024-2025,2024-12-24,Unknown,DAL,3.2,3.9,1.9,
2024-2025,2024-12-24,VGK,ANA,1.45,4.5,5.0,
2024-2025,2024-12-28,BUF,CHI,1.93,3.9,3.1,
2024-2025,2024-12-28,DET,TOR,2.7,3.8,2.15,
2024-2025,2024-12-28,NJD,CAR,2.15,3.75,2.7,
2024-2025,2024-12-28,CBJ,BOS,2.9,3.9,2.0,
2024-2025,2024-12-28,STL,NSH,2.8,3.8,2.1,
2024-2025,2024-12-28,DAL,MIN,1.75,3.95,3.65,
2024-2025,2024-12-28,Unknown,COL,2.75,3.9,2.05,
2024-2025,2024-12-28,SJS,VGK,4.33,4.33,1.57,
2024-2025,2024-12-28,FLA,MTL,1.48,4.5,5.0,2024020566.0
2024-2025,2024-12-28,VAN,SEA,2.2,3.75,2.65,2024020567.0
2024-2025,2024-12-28,ANA,PHI,3.0,3.9,1.95,2024020568.0
2024-2025,2024-12-28,LAK,EDM,2.7,3.8,2.15,2024020569.0
2024-2025,2024-12-29,BOS,CBJ,1.75,4.0,3.55,
2024-2025,2024-12-29,TOR,WSH,2.65,3.8,2.2,
2024-2025,2024-12-29,TBL,NYR,1.91,3.95,3.1,
2024-2025,2024-12-29,CAR,NJD,2.1,3.8,2.7,
2024-2025,2024-12-29,WPG,OTT,1.91,3.9,3.1,
2024-2025,2024-12-29,NYI,PIT,1.93,3.9,3.1,
2024-2025,2024-12-29,SJS,CGY,3.2,3.95,1.9,
2024-2025,2024-12-29,STL,BUF,2.25,3.75,2.6,2024020582.0
2024-2025,2024-12-29,ANA,EDM,4.75,4.5,1.5,2024020578.0
2024-2025,2024-12-29,DET,WSH,2.85,3.8,2.05,2024020579.0
2024-2025,2024-12-29,TBL,MTL,1.65,4.2,3.95,2024020580.0
2024-2025,2024-12-29,PIT,NYI,2.63,3.85,2.2,2024020581.0
2024-2025,2024-12-30,MIN,OTT,1.95,3.9,3.0,
2024-2025,2024-12-30,VGK,CGY,1.62,4.2,4.0,
2024-2025,2024-12-30,CHI,DAL,4.75,4.33,1.53,
2024-2025,2024-12-30,LAK,PHI,2.0,3.8,3.0,
2024-2025,2024-12-31,FLA,NYR,1.75,4.0,3.55,
2024-2025,2024-12-31,WPG,NSH,2.2,3.8,2.6,
2024-2025,2024-12-31,SEA,Unknown,3.0,3.9,1.95,
2024-2025,2024-12-31,WSH,BOS,2.05,3.75,2.88,2024020589.0
2024-2025,2024-12-31,TOR,NYI,2.15,3.8,2.65,2024020590.0
2024-2025,2024-12-31,VGK,MTL,1.57,4.33,4.33,2024020591.0
2024-2025,2024-12-31,CHI,STL,2.8,3.75,2.1,2024020592.0
2024-2025,2025-01-01,DET,PIT,2.2,3.75,2.6,
2024-2025,2025-01-01,CBJ,CAR,4.2,4.33,1.6,
2024-2025,2025-01-01,DAL,BUF,1.7,4.0,3.7,
2024-2025,2025-01-01,MIN,NSH,2.25,3.8,2.6,
2024-2025,2025-01-01,COL,WPG,1.73,4.2,3.6,
2024-2025,2025-01-01,ANA,NJD,4.75,4.5,1.5,
2024-2025,2025-01-01,SJS,PHI,3.2,3.95,1.9,
2024-2025,2025-01-01,CGY,VAN,2.15,3.8,2.7,
2024-2025,2025-01-01,EDM,Unknown,1.75,4.2,3.5,
2024-2025,2025-01-02,LAK,NJD,2.55,3.75,2.3,
2024-2025,2025-01-03,FLA,CAR,2.25,3.75,2.6,
2024-2025,2025-01-03,NYR,BOS,2.4,3.75,2.38,
2024-2025,2025-01-03,WSH,MIN,1.93,3.9,3.1,
2024-2025,2025-01-03,CBJ,DET,2.3,3.85,2.45,
2024-2025,2025-01-03,NYI,TOR,2.4,3.75,2.4,
2024-2025,2025-01-03,DAL,OTT,1.77,4.0,3.45,
2024-2025,2025-01-03,WPG,ANA,1.55,4.33,4.5,
2024-2025,2025-01-03,COL,BUF,1.75,4.2,3.55,
2024-2025,2025-01-03,CGY,Unknown,2.6,3.85,2.2,
2024-2025,2025-01-03,VGK,PHI,1.83,4.0,3.35,
2024-2025,2025-01-03,SEA,VAN,2.3,3.75,2.55,
2024-2025,2025-01-03,SJS,TBL,4.5,4.33,1.53,
2024-2025,2025-01-04,FLA,PIT,1.8,3.95,3.45,
2024-2025,2025-01-04,CHI,MTL,2.85,3.85,2.05,
2024-2025,2025-01-04,STL,OTT,2.25,3.7,2.6,
2024-2025,2025-01-04,EDM,ANA,1.33,5.25,6.5,
2024-2025,2025-01-04,VAN,NSH,3.3,3.9,1.83,
2024-2025,2025-01-04,WSH,NYR,1.93,3.9,3.1,2024020620.0
2024-2025,2025-01-04,SJS,NJD,5.5,4.75,1.42,2024020622.0
2024-2025,2025-01-05,WPG,DET,1.73,4.0,3.65,
2024-2025,2025-01-05,TOR,BOS,2.05,3.8,2.88,
2024-2025,2025-01-05,CAR,MIN,1.65,4.2,4.0,
2024-2025,2025-01-05,CBJ,STL,2.4,3.8,2.38,
2024-2025,2025-01-05,COL,MTL,1.44,4.75,5.25,
2024-2025,2025-01-05,DAL,Unknown,1.93,3.95,3.1,
2024-2025,2025-01-05,LAK,TBL,2.35,3.75,2.45,
2024-2025,2025-01-05,CGY,NSH,2.25,3.8,2.6,
2024-2025,2025-01-05,VGK,BUF,1.62,4.2,4.0,
2024-2025,2025-01-05,SEA,EDM,3.25,4.0,1.85,
2024-2025,2025-01-05,CHI,NYR,2.63,3.9,2.15,2024020632.0
2024-2025,2025-01-06,BOS,NYI,2.45,3.75,2.35,
2024-2025,2025-01-06,CAR,PIT,1.73,4.0,3.6,
2024-2025,2025-01-06,TOR,PHI,2.0,3.9,2.95,
2024-2025,2025-01-06,ANA,TBL,3.1,4.0,1.9,
2024-2025,2025-01-07,BUF,WSH,2.9,3.9,2.0,
2024-2025,2025-01-07,MTL,VAN,2.65,3.75,2.2,
2024-2025,2025-01-07,COL,FLA,2.25,3.8,2.55,
2024-2025,2025-01-07,SEA,NJD,4.5,4.2,1.57,
2024-2025,2025-01-08,BOS,EDM,2.9,3.85,2.0,
2024-2025,2025-01-08,DET,OTT,2.55,3.75,2.3,
2024-2025,2025-01-08,NYR,DAL,3.1,4.0,1.9,
2024-2025,2025-01-08,PIT,CBJ,2.0,3.9,2.95,
2024-2025,2025-01-08,TBL,CAR,2.45,3.8,2.3,
2024-2025,2025-01-08,PHI,TOR,2.75,3.8,2.1,
2024-2025,2025-01-08,MIN,STL,2.2,3.75,2.65,
2024-2025,2025-01-08,WPG,NSH,1.95,3.85,3.1,
2024-2025,2025-01-08,ANA,CGY,2.95,3.9,2.0,
2024-2025,2025-01-08,SJS,VGK,4.5,4.33,1.53,
2024-2025,2025-01-09,WSH,VAN,1.85,3.85,3.3,
2024-2025,2025-01-09,CHI,COL,4.2,4.33,1.57,
2024-2025,2025-01-09,Unknown,FLA,2.9,3.8,2.05,
2024-2025,2025-01-10,OTT,BUF,2.0,3.85,2.95,
2024-2025,2025-01-10,TBL,BOS,1.95,3.85,3.1,
2024-2025,2025-01-10,NYR,NJD,3.0,3.9,1.95,
2024-2025,2025-01-10,PHI,DAL,3.0,3.9,1.95,
2024-2025,2025-01-10,PIT,EDM,3.95,4.2,1.65,
2024-2025,2025-01-10,CBJ,SEA,2.6,3.8,2.2,
2024-2025,2025-01-10,CAR,TOR,1.9,3.85,3.2,
2024-2025,2025-01-10,STL,ANA,1.8,3.95,3.45,
2024-2025,2025-01-10,MIN,COL,2.9,3.85,2.05,
2024-2025,2025-01-10,VGK,NYI,1.9,3.9,3.2,
2024-2025,2025-01-11,DET,CHI,1.85,3.95,3.25,
2024-2025,2025-01-11,WSH,MTL,1.62,4.2,4.0,
2024-2025,2025-01-11,CAR,VAN,1.91,3.9,3.1,
2024-2025,2025-01-11,WPG,LAK,2.4,3.75,2.4,
2024-2025,2025-01-11,Unknown,SJS,1.5,4.33,4.75,
2024-2025,2025-01-11,FLA,BOS,1.83,3.9,3.4,2024020669.0
2024-2025,2025-01-11,BUF,SEA,2.2,3.75,2.65,2024020670.0
2024-2025,2025-01-11,PIT,OTT,2.45,3.75,2.35,2024020671.0
2024-2025,2025-01-12,TOR,VAN,1.83,3.95,3.35,
2024-2025,2025-01-12,MTL,DAL,3.75,4.0,1.7,
2024-2025,2025-01-12,NJD,TBL,2.05,3.85,2.85,
2024-2025,2025-01-12,PHI,ANA,1.73,4.0,3.65,
2024-2025,2025-01-12,CHI,EDM,6.5,5.0,1.33,
2024-2025,2025-01-12,STL,CBJ,1.73,4.0,3.65,
2024-2025,2025-01-12,WPG,COL,2.65,3.8,2.15,
2024-2025,2025-01-12,NSH,WSH,2.05,3.8,2.88,
2024-2025,2025-01-12,Unknown,NYI,2.35,3.8,2.45,
2024-2025,2025-01-12,CGY,LAK,2.2,3.75,2.65,
2024-2025,2025-01-12,VGK,NYR,2.0,3.85,2.95,
2024-2025,2025-01-12,SJS,MIN,3.35,3.95,1.83,
2024-2025,2025-01-12,DET,SEA,1.91,3.9,3.1,2024020684.0
2024-2025,2025-01-12,OTT,DAL,2.9,3.8,2.05,2024020685.0
2024-2025,2025-01-12,PIT,TBL,2.85,3.95,2.05,2024020686.0
2024-2025,2025-01-12,CAR,ANA,1.35,5.0,6.25,2024020687.0
2024-2025,2025-01-13,VGK,MIN,1.8,3.95,3.4,
2024-2025,2025-01-14,PHI,FLA,3.35,3.95,1.83,
2024-2025,2025-01-14,CHI,CGY,3.0,3.85,1.95,
2024-2025,2025-01-14,EDM,LAK,1.75,3.95,3.6,
2024-2025,2025-01-15,BOS,TBL,2.75,3.8,2.15,
2024-2025,2025-01-15,TOR,DAL,2.65,3.8,2.2,
2024-2025,2025-01-15,DET,SJS,1.83,3.9,3.35,
2024-2025,2025-01-15,PIT,SEA,2.15,3.8,2.65,
2024-2025,2025-01-15,WSH,ANA,1.5,4.33,4.75,
2024-2025,2025-01-15,CBJ,PHI,2.55,3.9,2.2,
2024-2025,2025-01-15,NJD,FLA,2.0,3.85,3.0,
2024-2025,2025-01-15,NYI,OTT,2.35,3.75,2.45,
2024-2025,2025-01-15,STL,CGY,1.9,3.9,3.2,
2024-2025,2025-01-15,NSH,VGK,2.7,3.8,2.15,
2024-2025,2025-01-15,WPG,VAN,1.93,3.75,3.2,
2024-2025,2025-01-15,COL,NYR,2.0,3.9,2.9,
2024-2025,2025-01-15,Unknown,MTL,2.0,3.85,2.95,
2024-2025,2025-01-16,BUF,CAR,3.3,3.95,1.83,
2024-2025,2025-01-16,MIN,EDM,4.0,4.2,1.62,
2024-2025,2025-01-17,TOR,NJD,2.6,3.75,2.2,
2024-2025,2025-01-17,OTT,WSH,2.35,3.75,2.45,
2024-2025,2025-01-17,TBL,ANA,1.48,4.5,5.0,
2024-2025,2025-01-17,FLA,DET,1.53,4.33,4.75,
2024-2025,2025-01-17,CBJ,SJS,1.9,3.9,3.2,
2024-2025,2025-01-17,NYI,PHI,2.15,3.8,2.75,
2024-2025,2025-01-17,STL,CGY,2.15,3.75,2.75,
2024-2025,2025-01-17,NSH,CHI,1.5,4.33,4.75,
2024-2025,2025-01-17,DAL,MTL,1.73,4.0,3.65,
2024-2025,2025-01-17,WPG,SEA,1.7,4.0,3.85,
2024-2025,2025-01-17,Unknown,NYR,2.5,3.8,2.3,
2024-2025,2025-01-17,COL,EDM,2.25,3.85,2.5,
2024-2025,2025-01-17,VAN,LAK,2.5,3.65,2.35,
2024-2025,2025-01-18,BUF,PIT,2.38,3.8,2.4,
2024-2025,2025-01-18,CAR,VGK,2.05,3.85,2.9,
2024-2025,2025-01-18,NJD,PHI,1.83,3.95,3.35,2024020722.0
2024-2025,2025-01-18,OTT,BOS,2.1,3.75,2.85,2024020723.0
2024-2025,2025-01-18,COL,DAL,2.15,3.8,2.65,2024020724.0
2024-2025,2025-01-19,FLA,ANA,1.35,5.0,6.5,
2024-2025,2025-01-19,MTL,TOR,2.85,3.85,2.05,
2024-2025,2025-01-19,TBL,DET,1.73,4.0,3.65,
2024-2025,2025-01-19,NYR,CBJ,1.75,4.0,3.55,
2024-2025,2025-01-19,WSH,PIT,1.77,4.0,3.5,
2024-2025,2025-01-19,WPG,CGY,1.91,3.85,3.1,
2024-2025,2025-01-19,NYI,SJS,1.62,4.2,4.0,
2024-2025,2025-01-19,CHI,VGK,4.5,4.33,1.53,
2024-2025,2025-01-19,NSH,MIN,1.8,3.95,3.4,
2024-2025,2025-01-19,Unknown,STL,2.35,3.8,2.45,
2024-2025,2025-01-19,VAN,EDM,3.2,3.9,1.9,
2024-2025,2025-01-19,SEA,LAK,2.95,3.75,2.0,
2024-2025,2025-01-19,NJD,OTT,1.83,3.9,3.35,2024020737.0
2024-2025,2025-01-20,MTL,NYR,2.45,3.85,2.3,
2024-2025,2025-01-20,DAL,DET,1.7,4.0,3.75,
2024-2025,2025-01-20,BOS,SJS,1.65,4.2,4.0,2024020740.0
2024-2025,2025-01-20,COL,MIN,1.57,4.2,4.33,2024020741.0
2024-2025,2025-01-20,SEA,BUF,2.25,3.75,2.6,2024020742.0
2024-2025,2025-01-21,VGK,STL,1.83,3.9,3.35,
2024-2025,2025-01-21,TOR,TBL,2.1,3.85,2.7,
2024-2025,2025-01-21,NYI,CBJ,1.85,3.9,3.25,
2024-2025,2025-01-21,CHI,CAR,5.0,4.5,1.48,
2024-2025,2025-01-21,Unknown,WPG,3.2,3.85,1.9,
2024-2025,2025-01-21,LAK,PIT,1.8,3.95,3.5,
2024-2025,2025-01-22,MTL,TBL,2.75,3.85,2.1,
2024-2025,2025-01-22,NYR,OTT,2.2,3.8,2.65,
2024-2025,2025-01-22,PHI,DET,2.05,3.85,2.8,
2024-2025,2025-01-22,NSH,SJS,1.38,4.75,6.0,
2024-2025,2025-01-22,DAL,CAR,2.2,3.75,2.6,
2024-2025,2025-01-22,EDM,WSH,2.0,3.85,2.95,
2024-2025,2025-01-22,VAN,BUF,1.83,3.9,3.4,
2024-2025,2025-01-22,ANA,FLA,4.5,4.2,1.55,
2024-2025,2025-01-23,NJD,BOS,1.73,4.0,3.7,
2024-2025,2025-01-23,TOR,CBJ,1.75,4.0,3.5,
2024-2025,2025-01-23,COL,WPG,2.3,3.75,2.55,
2024-2025,2025-01-23,LAK,FLA,2.2,3.75,2.65,
2024-2025,2025-01-24,BOS,OTT,2.95,3.8,2.0,
2024-2025,2025-01-24,DET,MTL,2.15,3.85,2.65,
2024-2025,2025-01-24,NYR,PHI,2.05,3.8,2.88,
2024-2025,2025-01-24,CAR,CBJ,1.38,4.75,6.0,
2024-2025,2025-01-24,STL,VGK,2.85,3.85,2.05,
2024-2025,2025-01-24,MIN,Unknown,2.0,3.85,2.9,
2024-2025,2025-01-24,CGY,BUF,2.1,3.8,2.8,
2024-2025,2025-01-24,EDM,VAN,1.9,3.9,3.2,
2024-2025,2025-01-24,ANA,PIT,2.95,3.85,2.0,
2024-2025,2025-01-24,SEA,WSH,2.75,3.75,2.15,
2024-2025,2025-01-24,SJS,NSH,3.75,4.0,1.7,
2024-2025,2025-01-25,NYI,PHI,1.95,3.85,3.0,
2024-2025,2025-01-25,DAL,VGK,2.0,3.85,2.9,
2024-2025,2025-01-25,CHI,TBL,4.5,4.5,1.53,
2024-2025,2025-01-25,WPG,Unknown,1.57,4.2,4.33,
2024-2025,2025-01-25,BOS,COL,2.85,3.8,2.05,2024020776.0
2024-2025,2025-01-25,EDM,BUF,1.57,4.33,4.33,2024020777.0
2024-2025,2025-01-25,SEA,PIT,2.35,3.75,2.45,2024020778.0
2024-2025,2025-01-26,MTL,NJD,3.1,3.9,1.91,
2024-2025,2025-01-26,OTT,TOR,2.45,3.75,2.35,
2024-2025,2025-01-26,DET,TBL,2.7,3.85,2.1,
2024-2025,2025-01-26,CBJ,LAK,3.25,3.9,1.85,
2024-2025,2025-01-26,STL,DAL,2.6,3.75,2.2,
2024-2025,2025-01-26,MIN,CGY,2.05,3.8,2.88,
2024-2025,2025-01-26,NYI,CAR,3.75,4.0,1.7,
2024-2025,2025-01-26,VAN,WSH,2.55,3.7,2.3,
2024-2025,2025-01-26,ANA,NSH,3.4,4.0,1.8,
2024-2025,2025-01-26,SJS,FLA,5.0,4.5,1.48,
2024-2025,2025-01-26,NYR,COL,2.15,3.8,2.7,2024020789.0
2024-2025,2025-01-26,OTT,Unknown,2.3,3.75,2.55,
2024-2025,2025-01-27,WPG,CGY,1.73,4.0,3.7,
2024-2025,2025-01-27,CHI,MIN,3.45,4.0,1.8,
2024-2025,2025-01-27,VGK,FLA,2.15,3.8,2.7,
2024-2025,2025-01-28,DET,LAK,2.88,3.75,2.05,
2024-2025,2025-01-28,PHI,NJD,2.85,3.8,2.05,
2024-2025,2025-01-28,STL,VAN,2.2,3.7,2.7,
2024-2025,2025-01-28,EDM,SEA,1.5,4.5,4.75,
2024-2025,2025-01-28,SJS,PIT,3.2,4.0,1.9,
2024-2025,2025-01-29,BUF,BOS,2.3,3.75,2.5,
2024-2025,2025-01-29,MTL,WPG,3.1,3.85,1.93,
2024-2025,2025-01-29,TBL,CHI,1.44,4.75,5.25,
2024-2025,2025-01-29,NYR,CAR,2.75,3.8,2.15,
2024-2025,2025-01-29,NYI,COL,2.7,3.8,2.15,
2024-2025,2025-01-29,CGY,WSH,2.8,3.75,2.1,
2024-2025,2025-01-29,VGK,DAL,2.2,3.8,2.65,
2024-2025,2025-01-29,SEA,ANA,2.2,3.8,2.6,
